Unnamed: 0,id,owner_id,title_x,status,sub_status,seo_url_x,description_x,jobs,submitdate_x,preview_description,deleted,nonpublic,hidebids,type,bidperiod,hourly_project_info,featured,urgent,assisted,active_prepaid_milestone,time_submitted,time_updated,qualifications,language,attachments,hireme,hireme_initial_bid,invited_freelancers,recommended_freelancers,frontend_project_status,nda_signatures,true_location,local,negotiated,negotiated_bid,time_free_bids_expire,can_post_review,files,user_distance,from_user_location,project_collaborations,support_sessions,track_ids,drive_files,nda_details,pool_ids,enterprise_ids,timeframe,deloitte_details,is_escrow_project,is_seller_kyc_required,is_buyer_kyc_required,local_details,equipment,nda_signatures_new,billing_code,enterprises,enterprise_metadata_values,repost_id,client_engagement,contract_signatures,quotation_id,quotation_version_id,enterprise_linked_projects_details,equipment_groups,project_source,project_source_reference,quality_details,previous_recruiter_project_details,project_note,is_quotation_project,quotation_initial_bid,requires_upfront_funding,group_ids,currency_id,currency_code_x,currency_sign,currency_name,currency_exchange_rate_x,currency_country,currency_is_external,currency_is_escrowcom_supported,budget_minimum_x,budget_maximum_x,budget_name,budget_project_type,budget_currency_id,bid_stats_bid_count_x,bid_stats_bid_avg_x,upgrades_featured,upgrades_sealed,upgrades_nonpublic,upgrades_fulltime,upgrades_urgent,upgrades_qualified,upgrades_NDA,upgrades_assisted,upgrades_active_prepaid_milestone,upgrades_ip_contract,upgrades_success_bundle,upgrades_non_compete,upgrades_project_management,upgrades_pf_only,upgrades_recruiter,upgrades_listed,upgrades_extend,upgrades_unpaid_recruiter,upgrades_premium,upgrades_enterprise,location_country_name,location_country_flag_url,location_country_code,location_country_highres_flag_url,location_country_flag_url_cdn,location_country_highres_flag_url_cdn,location_country_iso3,location_country_region_id,location_country_phone_code,location_country_demonym,location_country_person,location_country_seo_url,location_country_sanction,location_country_language_code,location_country_language_id,location_city,location_latitude,location_longitude,location_vicinity,location_administrative_area,location_full_address,location_administrative_area_code,location_postal_code,location_id,project_reject_reason_description,project_reject_reason_message,hourly_project_info_commitment_hours,hourly_project_info_commitment_interval,hourly_project_info_duration_enum,query,title_y,seo_url_y,submitdate_y,budget_minimum_y,budget_maximum_y,currency_code_y,currency_exchange_rate_y,bid_stats_bid_count_y,bid_stats_bid_avg_y,budget_maximum_usd_x,budget_minimum_usd_x,description_y,title,seo_url,submitdate,budget_minimum,budget_maximum,currency_code,currency_exchange_rate,bid_stats_bid_count,bid_stats_bid_avg,budget_maximum_usd_y,budget_minimum_usd_y,description,proposal
7,37880634,70497396,Python Developer for Open-Source Project,active,,python/Python-Developer-for-Open-Source-37880634,,,1710480655,I'm on the hunt for a skilled Python developer to aid in a project focused on using open-source code,False,False,False,hourly,7,,False,False,,,1710480655,1710480655.0,,en,,False,,,,open,,,False,False,,1710477043.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],11,INR,₹,Indian Rupee,0.012066,IN,False,False,750.0,1250.0,,,,30,1065.0666666666666,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,week,unspecified,python ,,,,,,,,,,,,,,,,,,,,,,,,,
8,37880565,1977094,FileMaker Developer with Python Integration Skills,active,,python/FileMaker-Developer-with-Python,,,1710479320,We are seeking a freelance FileMaker Developer skilled in integrating Python scripts into FileMaker ,False,False,False,fixed,7,,False,False,,,1710479320,1710479320.0,,en,,False,,,,open,,,False,False,,1710475720.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],3,AUD,$,Australian Dollar,0.655565,AU,False,True,30.0,250.0,,,,13,142.30769230769232,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python ,,,,,,,,,,,,,,,,,,,,,,,,,
9,37880476,74902939,Logo Watermark Remover Development,active,,python/Logo-Watermark-Remover-Development,,,1710476674,I'm in need of an experienced Python developer to produce an unique application that functions as a ,False,False,False,fixed,7,,False,False,,,1710476674,1710476674.0,,en,,False,,,,open,,,False,False,,1710473056.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,30.0,250.0,,,,11,192.72727272727272,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python ,,,,,,,,,,,,,,,,,,,,,,,,,
0,37881342,75134299,Pivot Table Automation with Python,active,,python/Pivot-Table-Automation-with-Python,,,1710495869,"I require assistance with automating pivot table creation in Excel, using Python scripts. The pivot ",False,False,False,hourly,7,False,False,,,1710495869.0,1710495869,,en,,False,,,,open,,,False,False,,1710492260.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],11,INR,₹,Indian Rupee,0.012065,IN,False,False,100.0,400.0,,,,40.0,week,unspecified,4,212.5,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
1,37857340,61917866,Teen Patti Game Backend Setup I Have source code bduget is 4k,active,,django/Teen-Patti-Game-Backend-Setup,,,1710490706,I'm in need of a skilled developer to setup the backend for my online Teen Patti game. Despite skipp,False,False,False,fixed,7,False,False,,,1710490706.0,1710490706,,en,,False,,,,open,,,False,False,,1709953627.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],11,INR,₹,Indian Rupee,0.012065,IN,False,False,1500.0,12500.0,,,,,,,10,10900.0,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
0,37881447,54430857,Python Developer for Speech-to-Text Creation,active,,python/Python-Developer-for-Speech-Text-37881447,,,1710497764,I'm seeking an experienced Python developer proficient in working with libraries to create a speech-,False,False,False,fixed,7,,False,False,,,1710497764,1710497764.0,,en,,False,,,,open,,,False,False,,1710494164.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,10.0,30.0,,,,1,350.0,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
0,37881477,70633737,Multilingual PDF Text Replacement Script,active,,python/Multilingual-PDF-Text-Replacement-Script,,,1710498485,"As a client, I am in need of a proficient python or java developer with a strong understanding of Li",False,False,False,fixed,7,,False,False,,,1710498485,1710498485.0,,en,,False,,,,open,,,False,False,,1710494885.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,50.0,75.0,,,,2,61.5,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
1,37881473,73407115,Automotive Dashboard programming  -- 2,active,,software-architecture/Automotive-Dashboard-programming,,,1710498461,I am looking for a freelancer who can assist me with a Raspberry Pi project. The specific tasks are ,False,False,False,fixed,7,,False,False,,,1710498461,1710498461.0,,en,,False,,,,open,,,False,False,,1710494841.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],3,AUD,$,Australian Dollar,0.656554,AU,False,True,1500.0,3000.0,,,,13,2173.076923076923,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
2,37880464,14558179,OCR System: Python & ML Expert,active,,python/OCR-System-Python-Expert,,,1710476274,I'm in need of a skillful Python and Machine Learning expert who can assist me with the development ,False,False,True,fixed,7,,False,False,,,1710476274,1710498015.0,,en,,False,,,,open,,,False,False,,1710472674.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],3,AUD,$,Australian Dollar,0.656554,AU,False,True,10.0,80.0,,,,6,217.5,False,True,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
0,37881542,17703142,Auth0 Expert for Python/ReactJS Project,active,,python/Auth-Expert-for-Python-ReactJS,,,1710499682,"I need a seasoned Auth0 expert to expand upon a project built on the Python Flask framework, with Re",False,False,False,fixed,7,,False,False,,,1710499682,1710499682.0,,en,,False,,,,open,,,False,False,,1710496082.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],11,INR,₹,Indian Rupee,0.012067,IN,False,False,2000.0,5000.0,,,,3,3666.6666666666665,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37881541,66011896,"Python Script for Scraping App Data
",active,,python/Python-Script-for-Scraping-App,,,1710499659,"I would like to extract data from an app using a Python script. The app is called, ""Chalkboard Fanta",False,False,False,fixed,7,,False,False,,,1710499659,1710499659.0,,en,,False,,,,open,,,False,False,,1710499959.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,10.0,30.0,,,,1,90.0,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,37881492,69495982,Python Bot Development Using PyAutoGUI,active,,python/Python-Bot-Development-Using-PyAutoGUI,,,1710498840,"I'm looking for someone to help me create a bot using Python's PyAutoGUI package. 

Key Requirements",False,False,False,fixed,7,,False,False,,,1710498840,1710498840.0,,en,,False,,,,open,,,False,False,,1710495240.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],8,EUR,€,Euro,1.088972,EU,False,True,30.0,250.0,,,,5,152.0,False,False,False,False,False,False,True,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37881565,66011896,"AI data analysis & comparison of data
",active,,machine-learning/data-analysis-comparison-data,,,1710500166,"Description:

We are seeking a skilled developer to create an innovative tool that automates the ana",False,False,False,fixed,7,,False,False,,,1710500166,1710500166.0,,en,,False,,,,open,,,False,False,,1710500466.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],11,INR,₹,Indian Rupee,0.012067,IN,False,False,12500.0,37500.0,,,,0,,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37881550,66011896,"I need a Python and NLP Developer
",active,,python/need-Python-NLP-Developer,,,1710499848,"I have a Natural Language Processing project now.

I should finish it in 2~3 days.

I will explain i",False,False,False,fixed,7,,False,False,,,1710499848,1710499848.0,,en,,False,,,,open,,,False,False,,1710500148.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],11,INR,₹,Indian Rupee,0.012067,IN,False,False,1500.0,12500.0,,,,8,12962.5,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37881613,27424927,Django Python Project Deployment on AWS,active,,python/Django-Python-Project-Deployment-AWS,,,1710500980,"As a project owner, I am seeking a skilled DevOps professional to upload and setup my Django Python ",False,False,False,fixed,7,,False,False,,,1710500980,1710500980.0,,en,,False,,,,open,,,False,False,,1710497380.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],11,INR,₹,Indian Rupee,0.012068,IN,False,False,1500.0,12500.0,,,,13,11515.307692307691,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37881694,75137142,Instagram Bot Development,active,,python/Instagram-Bot-Development,,,1710502479,I'm interested in having a custom Instagram bot developed. The bot is expected to perform the follow,False,False,False,fixed,7,,False,False,,,1710502479,1710502479.0,,en,,False,,,,open,,,False,False,,1710506035.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],11,INR,₹,Indian Rupee,0.012069,IN,False,False,600.0,1500.0,,,,0,,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,37881679,75137122,Sales Process Automation,active,,business-analysis/Sales-Process-Automation,,,1710502185,I'm seeking a freelancer with exceptional experience in business process automation to help automate,False,False,False,fixed,7,,False,False,,,1710502185,1710502185.0,,en,,False,,,,open,,,False,False,,1710498499.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,250.0,750.0,,,,8,343.75,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,37881675,75137116,Social Network Graph Clustering Project,active,,python/Social-Network-Graph-Clustering-Project,,,1710502152,"With a focus on the reorganization of data, this project requires the implementation of a Graph Neur",False,False,False,fixed,7,,False,False,,,1710502152,1710502152.0,,en,,False,,,,open,,,False,False,,1710498484.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],11,INR,₹,Indian Rupee,0.012069,IN,False,False,1500.0,12500.0,,,,1,7000.0,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,37881657,41921349,Fix OpenAI Python Script for Title Generation,active,,python/Fix-OpenAI-Python-Script-for,,,1710501598,I need an experienced Python and OpenAI developer who can fix an existing script that reads an CSV f,False,False,False,fixed,7,,False,False,,,1710501598,1710501598.0,,en,,False,,,,open,,,False,False,,1710497998.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,30.0,250.0,,,,16,166.9375,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37881788,41921349,A simple Interactive Python Script using OpenAI,active,,python/simple-Interactive-Python-Script-using,,,1710504141,I'm seeking a skilled Python coder familiar with OpenAI 1.0.0 and Python version 3.10. I require a s,False,False,False,fixed,7,,False,False,,,1710504141,1710504141.0,,en,,False,,,,open,,,False,False,,1710500541.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,10.0,30.0,,,,1,30.0,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,python ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37881803,63900060,Python Telegram Bot For Broadcaster -- 3,active,,php/Python-Telegram-Bot-For-Broadcaster-37881803,,,1710504471,I am looking for a seasoned Python developer with experience in Telegram bots. The bot should automa,False,False,False,fixed,7,,False,False,,,1710504471,1710504471.0,,en,,False,,,,open,,,False,False,,1710500871.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],11,INR,₹,Indian Rupee,0.012068,IN,False,False,600.0,1500.0,,,,1,1050.0,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,python ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37881863,74532390,Python Script for ING Australia Authentication,active,,python/Python-Script-for-ING-Australia,,,1710505987,"I am looking for a knowledgeable Python developer to create an application using requests library, w",False,False,False,fixed,7,,False,False,,,1710505987,1710505987.0,,en,,False,,,,open,,,False,False,,1710502369.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],3,AUD,$,Australian Dollar,0.656889,AU,False,True,750.0,1500.0,,,,15,1130.9333333333334,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37881879,73133819,"Maintenance Engineer: JavaScript, Python, React",active,,python/Maintenance-Engineer-JavaScript-Python,,,1710506305,"I'm in need of a full-stack engineer versed in JavaScript and Python, with proficiency in the React ",False,False,False,fixed,7,,False,False,,,1710506305,1710506305.0,,en,,False,,,,open,,,False,False,,1710502705.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,10.0,30.0,,,,2,40.0,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37882106,26402235,Website Data Analysis & Visualization Platform,active,,python/Website-Data-Analysis-Visualization,,,1710510744,I'm on the lookout for a skilled Python programmer capable of creating a data analysis platform focu,False,False,False,fixed,7,,False,False,,,1710510744,1710510744.0,,en,,False,,,,open,,,False,False,,1710507035.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],8,EUR,€,Euro,1.088815,EU,False,True,250.0,750.0,,,,37,503.7027027027027,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
1,37882078,30316494,Dynamic CSV Data Visualization for Wordpress,active,,php/Dynamic-CSV-Data-Visualization-for,,,1710510144,I require skilled services from a freelancer who can integrate and visually display data from a CSV ,False,False,False,fixed,7,,False,False,,,1710510144,1710510144.0,,en,,False,,,,open,,,False,False,,1710506544.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,30.0,250.0,,,,41,161.3658536585366,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
2,37882047,75138490,T20 Cricket Game Python Code,active,,python/Cricket-Game-Python-Code,,,1710509526,I'm seeking a proficient Python programmer to create a T20 style cricket game code. Key elements req,False,False,False,hourly,7,,False,False,,,1710509526,1710509526.0,,en,,False,,,,open,,,False,False,,1710505900.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],11,INR,₹,Indian Rupee,0.012069,IN,False,False,750.0,1250.0,,,,2,750.0,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,week,unspecified,python,,,,,,,,,,,,,,,,,,,,,,,,,
0,37887413,75174906,Programmer Required: Languages & Platforms Open,active,,python/Programmer-Required-Languages-Platforms,,,1710655768,"I'm in need of a skilled programmer. Since I haven't zeroed in on a specific programming language, t",False,False,False,fixed,7,,False,False,,,1710655768,1710655768.0,,en,,False,,,,open,,,False,False,,1710651922.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,250.0,750.0,,,,21,505.0,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
1,37887418,73445600,Python Toolkit Debugging & Enhancement  -- 2,active,,php/Python-Toolkit-Debugging-Enhancement-37887418,,,1710655608,I'm seeking a seasoned Python developer who can help me with a current personal project involving my,False,False,False,fixed,7,,False,False,,,1710655608,1710655608.0,,en,,False,,,,open,,,False,False,,1710652008.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,10.0,150.0,,,,11,102.18181818181819,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
2,37887403,75132589,Handwritten digit recognition ,active,,python/Handwritten-digit-recognition-37887403,,,1710655332,I am seeking a skilled machine learning or computer vision engineer to develop software that accurat,False,False,False,fixed,7,,False,False,,,1710655332,1710655332.0,,en,,False,,,,open,,,False,False,,1710651722.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],11,INR,₹,Indian Rupee,0.012064,IN,False,False,1500.0,12500.0,,,,10,8650.0,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
3,37887340,49062941,Unrestricted Hosting for Python Telegram Bot,active,,python/Unrestricted-Hosting-for-Python-Telegram,,,1710653655,I am in need of an experienced developer who can efficiently host my Telegram bot created in Python ,False,False,False,fixed,7,,False,False,,,1710653655,1710653655.0,,en,,False,,,,open,,,False,False,,1710650048.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,10.0,30.0,,,,2,25.0,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
4,37887318,72450251,Webapp for a Bus Booking Ticket System - BusApp,active,,react-js/Webapp-for-Bus-Booking-Ticket,,,1710652979,"**Project Overview:**
We aim to create a comprehensive bus ticket booking system facilitating users ",False,False,False,fixed,7,,False,False,,,1710652979,1710652979.0,,en,,False,,,,open,,,False,False,,1710649379.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],11,INR,₹,Indian Rupee,0.012064,IN,False,False,75000.0,150000.0,,,,16,196856.25,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
5,37887252,29914837,Cloud-Based Security Analyst for Financial Institution,active,,internet-security/Cloud-Based-Security-Analyst-for,,,1710651376,I'm seeking a highly skilled and experienced security analyst to provide top-notch protection for ou,False,False,False,hourly,7,,False,False,,,1710651376,1710651376.0,,en,,False,,,,open,,,False,False,,1710647776.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],11,INR,₹,Indian Rupee,0.012064,IN,False,False,750.0,1250.0,,,,2,875.0,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,week,unspecified,python,,,,,,,,,,,,,,,,,,,,,,,,,
6,37886977,75168262,Intermediate Python & HTML Developer Required,active,,html/Intermediate-Python-HTML-Developer,,,1710643972,I'm in need of an adept software developer for a project involving both Python and HTML. Your tasks ,False,False,False,hourly,7,,False,False,,,1710643972,1710643972.0,,en,,False,,,,open,,,False,False,,1710639660.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,15.0,25.0,,,,40,21.8875,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,week,unspecified,python,,,,,,,,,,,,,,,,,,,,,,,,,
7,37886386,75168262,Python & HTML Website Development,active,,django/Python-HTML-Website-Development,,,1710643015,I require a skilled programmer with proficiency in both Python and HTML. The chosen candidate is exp,False,False,False,hourly,7,,False,False,,,1710643015,1710643015.0,,en,,False,,,,open,,,False,False,,1710618462.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,15.0,25.0,,,,34,24.61764705882353,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,week,unspecified,python,,,,,,,,,,,,,,,,,,,,,,,,,
8,37886947,41917054,Python Integration for ZKTeco Fingerprint Scanner,active,,python/Python-Integration-for-ZKTeco,,,1710641779,"I am seeking a seasoned Python programmer with solid experience in hardware integration, particularl",False,False,False,fixed,7,,False,False,,,1710641779,1710641779.0,,en,,False,,,,open,,,False,False,,1710638148.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,10.0,30.0,,,,4,33.75,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
9,37886836,1872225,Advanced AI-Hosted Trivia Game Development,active,,webrtc/Advanced-Hosted-Trivia-Game-Development,,,1710637140,"1 - Project Overview:
Create a trivia game website with live video streaming.
The game will have a",False,False,False,fixed,7,,False,False,,,1710637140,1710637140.0,,en,,False,,,,open,,,False,False,,1710633572.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,5000.0,10000.0,,,,11,7745.454545454545,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
0,37887865,1023219,Enhance Python PyQt Software Features,active,,python/Enhance-Python-PyQt-Software-Features,,,1710667283,"As the client, I am seeking a Python developer experienced in PyQt software to improve the functiona",False,False,False,fixed,7,,False,False,,,1710667283,1710667283.0,,en,,False,,,,open,,,False,False,,1710667403.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,10.0,30.0,,,,0,,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
1,37887856,41949029,Python/Vue Js Developer for Task Automation App,active,,python/Python-Vue-Developer-for-Task,,,1710667074,I already have script which is written with python. Dashboard is vue js. I need revision. I need  so,False,False,False,fixed,7,,False,False,,,1710667074,1710667074.0,,en,,False,,,,open,,,False,False,,1710670630.0,,,,,,,,,,['freelancer'],[],,,False,False,False,,,,,[],,,,,,,,,,,,,,,,,[],1,USD,$,US Dollar,1.0,US,False,True,30.0,250.0,,,,13,128.46153846153845,False,False,False,False,False,False,False,,,False,,False,False,False,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,
